Acronym,FullName,Organization,Id
SISY,"Intelligent Systems & Informatics, 2007 5th Intl Symp on",IEEE,1001
SITIS,"Signal-Image Technologies and Internet-Based System, 2007 Third International IEEE Conference on",IEEE,1002
SIU,"Signal Processing and Communications Applications, 2007 IEEE 15th",IEEE,1003
SKG,"Semantics Knowledge and Grid (SKG), 2006 2nd International Conference on",IEEE,1004
SLT,"Spoken Language Technology Workshop, 2006 IEEE",IEEE,1005
SMAP,"Semantic Media Adaptation and Personalization, 2006 1st International Workshop on",IEEE,1006
SMC,"Systems, Man and Cybernetics, 2006 IEEE International Conference on",IEEE,1007
SMCIA,"Soft Computing in Industrial Applications, 2005 IEEE Mid-Summer Workshop on",IEEE,1008
SMC-IT,"Space Mission Challenges for Information Technology (SMC-IT), 2006 IEEE International Conference on",IEEE,1009
SMI,"Shape Modeling International (SMI), 2006",IEEE,1010
SNAPI,"Storage Network Architecture and Parallel I/Os, 2007 Fourth International Workshop on",IEEE,1011
SNDP,"Software Engineering Artificial Intelligence Networking and Parallel Distributed Computing, 2006 7th International Conference on",IEEE,1012
SNPD,"Software Engineering Artificial Intelligence Networking and Parallel Distributed Computing, 2007 8th ACIS International Conference on",IEEE,1013
SNW,"Silicon Nanoelectronics Workshop, 2008 IEEE",IEEE,1014
SOC,"SOC Conference, 2006 IEEE International",IEEE,1015
SOCA,"Service-Oriented Computing Applications (SOCA), 2007 IEEE International Conference on",IEEE,1016
SOCC,"SOC Conference, 2005 IEEE International",IEEE,1017
SOCCER,"Service Oriented Computing: Consequences for Engineering Requirements (SOCCER), 2006",IEEE,1018
SOFA,"Soft Computing Applications, 2007 2nd International Workshop on",IEEE,1019
SOFE,"Fusion Engineering SOFE 07, 22nd IEEE/NPSS Symposium on",IEEE,1020
SOFTCOM,"Software in Telecommunications and Computer Networks, 2006 International Conference on",IEEE,1021
SOI,"SOI Conference Proceedings, 2007 IEEE International",IEEE,1022
SOLI,"Service Operations and Logistics, and Informatics, 2007 IEEE International Conference on",IEEE,1023
SOSE,"System of Systems Engineering, 2006 IEEE/SMC International Conference on",IEEE,1024
SOUTHEASTCON,SOUTHEASTCON 2005,IEEE,1025
SP,"Security and Privacy (SP), 2007 IEEE Symposium on",IEEE,1026
SPA,"Signal Processing Algorithms, Architectures, Arrangements, and Applications, 2007",IEEE,1027
SPAWC,"Signal Processing Advances in Wireless Communications, 2006 IEEE 7th Workshop on",IEEE,1028
SPCA,"Pervasive Computing and Applications, 2006 1st International Symposium on",IEEE,1029
SPEEDAM,"Power Electronics, Electrical Drives, Automation and Motion, 2006 International Symposium on",IEEE,1030
SPI,"Signal Propagation on Interconnects, 2006 IEEE Workshop on",IEEE,1031
SPL,"Programmable Logic, 2007 3rd Southern Conference on",IEEE,1032
SPLC,"Software Product Line Conference (SPLC), 2006 10th International",IEEE,1033
SRDS,"Reliable Distributed Systems (SRDS 2006), 2006 IEEE 25th Symposium on",IEEE,1034
SRSP,"Secuirty and Privacy (SRSP), 2006 IEEE Symposium on",IEEE,1035
SSD,"Systems, Signals and Devices, 2008 5th International Multi-Conference on",IEEE,1036
SSDBM,"Scientific and Statistical Database Management (SSDBM), 2006 International Conference",IEEE,1037
SSIAI,"Image Analysis & Interpretation (SSIAI), 2006 IEEE Southwest Symposium on",IEEE,1038
SSP,"Statistical Signal Processing, 2007 IEEE/SP 14th Workshop on",IEEE,1039
SSRR,"Safety, Security, & Rescue Robots, 2005 IEEE International Workshop on",IEEE,1040
SSST,"System Theory, Proceedings of the Thirty-Ninth Southeastern Symposium on",IEEE,1041
STEP,"Software Technology and Engineering Practice (STEP), 2005 IEEE International Workshop on",IEEE,1042
SUTC,"Sensor Networks, Ubiquitous, and Trustworthy Computing (SUTC), 2006 Conference on",IEEE,1043
SWOD,"Databases for Next Generation Researchers (SWOD), 2007 IEEE International Workshop on",IEEE,1044
SWSTE,"Software-Science, Technology Engineering, IEEE Intl Conf on (SwSTE 2005)",IEEE,1045
SYMPOTIC,"Sensor Networks and Symposium on Trends in Communications - SympoTIC, 2006 3rd Joint IST Workshop on",IEEE,1046
SYNASC,"Symbolic and Numeric Algorithms for Scientific Computing, 2006 8th International Symposium on",IEEE,1047
T&D,"Transmission & Distribution Conference & Exposition, 2005/2006 IEEE/PES",IEEE,1048
TABLETOP,"Horizontal Interactive Human Computer System (TABLETOP),2006 IEEE International Workshop on",IEEE,1049
TAIC PART,"Testing: Academic and Industrial Conference - Practice and Research Techniques (TAIC PART), 2007",IEEE,1050
TAIC-PART,"Testing Academia and Industry Conference Practice and Research Techniques (TAIC-PART), 2006",IEEE,1051
TAPIA,"Computing Conference, 2005 Richard Tapia Celebration of Diversity in",IEEE,1052
TASE,"Theoretical Aspects of Software Engineering (TASE), 2007 1st IEEE/IFIP International Symposium on",IEEE,1053
TCSET,"Modern Problems of Radio Engineering, Telecommunications and Computer Science, 2006 Proceedings of International Conference on",IEEE,1054
TEDC,"Technology for Education in Developing Countries (TEDC), 2006 IEEE International Workshop on",IEEE,1055
TELSIKS,"Telecommunication in Modern Satellite, Cable and Broadcasting Services, 2005 7th International Conference on",IEEE,1056
TENCON,TENCON 2006 - 2006 IEEE Region 10 Conference,IEEE,1057
THERMINIC,"Thermal Investigation of ICs and Systems, 2007 13th International Workshop on",IEEE,1058
THETA,"Thermal Issues in Emerging Technologies - Theory and Application, 2007 International Conference on",IEEE,1059
TIME,"Temporal Representation and Reasoning (TIME), 2006 13th International Symposium on",IEEE,1060
TRANSDUCERS,"Solid-State Sensors, Actuators and Microsystems Conference, TRANSDUCERS 2007 - 2007 International",IEEE,1061
TRIDENTCOM,"Testbeds and Research Infrastructure for the Development of Networks and Communities, 2007 3rd International Conference on",IEEE,1062
TyD-LA,"Transmission and Distribution Conference and Exposition: Latin America, 2008 IEEE/PES",IEEE,1063
UBICOMM,"Mobile Ubiquitous Computing, Systems, Services and Technologies (UBICOMM 2007), 2007 International Conference on",IEEE,1064
UGIM,"Biennial University/Government Industry Microelectronics Symposium, 2006 Proceedings of the Sixteenth",IEEE,1065
UKSIM,"Computer Modeling and Simulation, 2008 Tenth International Conference on",IEEE,1066
ULIS,"Ultimate Integration of Silicon, 2008 9th International Conference on",IEEE,1067
ULS,"Software Technologies for Ultra-Large-Scale Systems (ULS 2007), 2007 International Workshop on",IEEE,1068
U-Media,"Ubi-media Computing, 2008 First IEEE International Conference on",IEEE,1069
UPEC,"Universities Power Engineering Conference,Proceedings of the 41st International",IEEE,1070
VAST,"Visual Analytics Science and Technology (VAST), 2006 IEEE Symposium on",IEEE,1071
VECIMS,"Virtual Environments, Human-Computer Interfaces and Measurement Systems, 2006 IEEE Symposium on",IEEE,1072
VG,"Volume Graphics,2005 IEEE International Workshop on",IEEE,1073
VIS,"Visualization Conference (VIS), 2005 IEEE",IEEE,1074
VISSOFT,"Visualizing Software for Understanding and Analysis (VISSOFT), 2007 4th IEEE International Workshop on",IEEE,1075
VL/HCC,"Visual Languages/Human Centric Computing (VL/HCC), 2006 IEEE Symposium on",IEEE,1076
VLHCC,"Visual Languages and Human-Centric Computing (VL/HCC), 2007 IEEE Symposium on",IEEE,1077
VLSI DESIGN,"VLSI Design, 2007 20th International Conference on",IEEE,1078
VLSIC,"VLSI Circuits, 2008 IEEE Symposium on",IEEE,1079
VLSI-DAT,"VLSI Design, Automation and Test, 2007 International Symposium on",IEEE,1080
VLSI-SoC,"Very Large Scale Integration, 2007 IFIP International Conference on",IEEE,1081
VLSIT,"VLSI Technology, 2007 Symposium on",IEEE,1082
VLSI-TAS-TECH,"VLSI Technology, Systems, and Applications, 2007 International Symposium on",IEEE,1083
VLSI-TSA,"VLSI-TSA International Symposium on VLSI Technology, 2005",IEEE,1084
VLSI-TSA-TECH,"VLSI Technology, Systems, and Applications, 2006 International Symposium on",IEEE,1085
VPPC,"Vehicle Power and Propulsion Conference, 2006 IEEE",IEEE,1086
VR,"Virtual Reality Conference (VR), 2007 IEEE",IEEE,1087
VSS,"Variable Structure Systems, 2006 International Workshop on",IEEE,1088
VTC,"Vehicular Technology Conference Fall, 2007 IEEE 66th",IEEE,1089
VTDC,"Virtualization Technology in Distributed Computing (VTDC 2006), 2006 First International Workshop on",IEEE,1090
VTS,"VLSI Test Symposium (VTS),Proceedings 2006 24th",IEEE,1091
WAC,"World Automation Congress, 2006",IEEE,1092
WACV,"Computer Vision (WACV), 2007 IEEE Workshop on Applications of",IEEE,1093
WAIM,"Web-Age Information Management Workshops (WAIM), 2006 7th International Conference on",IEEE,1094
WAMI,"Wireless and Microwave Technology Conference: An IEEE Industry/Government/Education Confernce, 2005 IEEE Annual",IEEE,1095
WAMICON,"Wireless and Microwave Technology Conference, 2006 IEEE Annual",IEEE,1096
WASA,"Wireless Algorithms Systems and Applications (WASA), 2007 International Conference on",IEEE,1097
WASPAA,"Applications of Signal Processing to Audio and Acoustics, 2005 IEEE Workshop on",IEEE,1098
WCICA,"Intelligent Control and Automation, 2006 6th World Congress on",IEEE,1099
WCMeB,"Management of e-Business, 2007 World Congress",IEEE,1100
WCNC,"Wireless Communications & Networking Conference (WCNC), 2006 IEEE",IEEE,1101
WCNM,"Wireless Communications, Networking and Mobile Computing,  2005 International Conference on",IEEE,1102
WCRE,"Reverse Engineering, 2006 13th Working Conference on",IEEE,1103
WCSN,"Wireless Communication and Sensor Networks, 2007 Third International Conference on",IEEE,1104
WCW,"Web Content Caching and Distribution, 2005 10th International Workshop on",IEEE,1105
WDFIA,"Digital Forensics and Incident Analysis (WDFIA), 2007 2nd Annual Workshop on",IEEE,1106
WEAH,"Evolvable and Adaptive Hardware, 2007 IEEE Workshop on",IEEE,1107
WETICE,"Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE), 2006 IEEE 15th Workshop on",IEEE,1108
WFCS,"Factory Communication Systems, 2006 IEEE International Workshop on",IEEE,1109
WFOPC,"Fibre and Optical Passive Components, 2005 IEEE Workshop on",IEEE,1110
WHC,World Haptics Conference (WHC 2005),IEEE,1111
WI,"Web Intelligence (WI), 2006 IEEE/WIC/ACM International Conference on",IEEE,1112
WIAMIS,"Image Analysis for Multimedia Interactive Services (WIAMIS), 2007 Eighth International Workshop on",IEEE,1113
WiCOM,"Wireless Communications, Networking and Mobile Computing, 2008 4th International Conference on",IEEE,1114
WICON,"Wireless Internet, 2005 1st International Conference on",IEEE,1115
WICSA,"Software Architecture (WICSA), 2007 Working IEEE/IFIP Conference on",IEEE,1116
WI-IAT WI-IAT Wor,"Web Intelligence and Intelligent Agent Technology and Workshops (WI-IAT WI-IAT Workshops), 2007 IEEE/WIC/ACM International",IEEE,1117
WI-IAT Workshops,"Web Intelligence and Intelligent Agent Technology - Workshops (WI-IAT Workshops), 2007 IEEE/WIC/ACM International Conferences",IEEE,1118
WiMAX,"Mobile WiMAX Symposium, 2007 IEEE",IEEE,1119
WiMOB,"Wireless and Mobile Computing, Networking and Communications, 2006 IEEE International Conference on",IEEE,1120
WIOPT,"Modeling and Optimization in Mobile, Ad Hoc and Wireless Networks and Workshops, 2007 5th International Symposium on",IEEE,1121
WISP,"Intelligent Signal Processing, 2007 IEEE International Workshop on",IEEE,1122
WKDD,"Knowledge Discovery and Data Mining, 2008 Workshop on",IEEE,1123
WMCS,"Mobile Commerece and Services, 2005 2nd IEEE International Workshop on",IEEE,1124
WMCSA,"Mobile Computing Systems and Applications (WMCSA),2006 7th IEEE Workshop on",IEEE,1125
WMCSA/HOTMOBI,"Mobile Computing Systems and Applications Supplement (WMCSA/HotMobile 2006 Supplement), 2006 7th IEEE Workshop on",IEEE,1126
WMED,"Microelectronics and Electron Devices, 2006 IEEE Workshop on",IEEE,1127
WMUTE,"Wireless, Mobile and Ubiquitous Technology in Education (WMUTE), 2006 International Workshop on",IEEE,1128
WMVC,"Motion and Video Computing, 2007 Workshop on",IEEE,1129
WOCC,"Wireless and Optical Communications Conference, 2005 14th Annual",IEEE,1130
WOCN,"Wireless and Optical Communications Networks, 2006 IFIP International Conference on",IEEE,1131
WODA,"Dynamic Analysis (WODA 2007), 2007 Fifth International Workshop on",IEEE,1132
WODES,"Discrete Event Systems, 2006 8th International Workshop on",IEEE,1133
WONS,"Wireless On Demand Network Systems and Services, 2007 Second Annual Conference on",IEEE,1134
WORDS,"Object-Oriented Real-Time Dependable Systems, 2005 10th IEEE International Workshop on",IEEE,1135
World Haptics,"Haptic Interfaces for Virtual Environments and Teleoperator Systems (WHC), 2007 2nd Joint EuroHaptics Conference and Symposium",IEEE,1136
WoSQ,"Software Quality (WoSQ 2007), 2007 Fifth International Workshop on",IEEE,1137
WOWMOM,"A World of Wireless, Mobile and Multimedia Networks WOWMOM, 2006 IEEE International Symposium on",IEEE,1138
WPNC,"Positioning, Navigation and Communication, 2007 4th Workshop on",IEEE,1139
WRECOM,"Wireless Rural and Emergency Communications, 2007",IEEE,1140
WSA,"Smart Antennas (WSA), 2008 International ITG Workshop on",IEEE,1141
WSC,"Winter Simulation Conference, Proceedings of the 2006",IEEE,1142
WSE,"Web Site Evolution, 2005 7th IEEE International Workshop on",IEEE,1143
WTS,"Wireless Telecommunications Symposium (WTS), 2006",IEEE,1144
WWV,"Automated Specification and Verification of Web Systems (WWV), 2006 2nd International Workshop on",IEEE,1145
AADEBUG,Intl Symposium on Automated and Analysis-Driven Debugging,ACM,1146
ACSD,Intl Conf on Application of Concurrency to System Design,ACM,1147
ACSE,Intl Wksp on Adoption-Centric Software Engineering,ACM,1148
ADC,Agile Development Conf,ACM,1149
A-MOST,Intl Wksp on Advances in Model-Based Software Testing,ACM,1150
AOSD,Intl Conf on Aspect Oriented Software Development,ACM,1151
ASE,Automated Software Engineering Conf,ACM,1152
AST,Intl Wksp on Automation of Software Test,ACM,1153
CBSE,Intl Symposium on Component Based Software Engineering,ACM,1154
CD,Intl Conf on Component Deployment,ACM,1155
Coordination,Intl Conf on Coordination Models and Languages,ACM,1156
CSEET,Intl Conf on Software Engineering Education and Training,ACM,1157
DEAS,Design and Evolution of Autonomic Application Software,ACM,1158
DEBS,Intl Wksp on Distributed Event-Based Systems,ACM,1159
DVS-IS,"Design, Specification, and Verification of Interactive Systems",ACM,1160
EA,Early Aspects at ICSE: Wksp in Aspect-Oriented Requirements Engineering and Architecture Design,ACM,1161
ECOOP,European Conf on Object-Oriented Programming,ACM,1162
EDOC,Enterprise Distributed Object Computing Conf,ACM,1163
EDSER,Intl Wksp on Economics-Driven Software Engineering Research,ACM,1164
EMDT,Intl Wksp on Evolution Support for Model-Based Development and Testing,ACM,1165
ESEC,European Software Engineering Conf,ACM,1166
ESEM,Intl Symposium on Empirical Software Engineering and Measurement,ACM,1167
ESSoS,Engineering Secure Software and Systems,ACM,1168
ETAPS,European Joint Conf on Theory and Practice of Software,ACM,1169
FSE,Intl Symposium on the Foundations of Software Engineering,ACM,1170
FSEN,IPM Intl Wksp on Foundations of Software Engineering,ACM,1171
GaMMa,Intl Wksp on Global Integrated Model Management,ACM,1172
GCT,Intl Symposium on Grand Challenges in Traceability,ACM,1173
GPCE,Generative Programming and Component Engineering,ACM,1174
GSD,Intl Wksp on Global Software Development,ACM,1175
HERCMA,Hellenic European Research on Computer Mathematics and its Applications Conf,ACM,1176
HOPL,History of Programming Language Conf,ACM,1177
HotPar,USENIX Wksp on Hot Topics in Parallelism,ACM,1178
HSSE,Human and Social Factors of Software Engineering,ACM,1179
ICPE,Intl Conf on Performance Engineering,ACM,1180
ICSE,Intl Conf on Software Engineering,ACM,1181
ICSOC,Intl Conf on Service Oriented Computing,ACM,1182
Internetware,Asia-Pacific Symp on Internetware,ACM,1183
ISARCS,Intl Symposium on Architecting Critical Systems,ACM,1184
ISEC,India Software Engineering Conference,ACM,1185
ISESE,Intl Symposium on Empirical Software Engineering,ACM,1186
ISSTA,Intl Symposium on Software Testing & Analysis,ACM,1187
IWAAPF,Intl Wksp on Advances and Applications of Problem Frames,ACM,1188
IWPSE,Intl Wksp on the Principles of Software Evolution,ACM,1189
IW-SOSE,Intl Wksp on Service-Oriented Software Engineering,ACM,1190
MACS,Wksp on Modeling and Analysis of Concerns in Software,ACM,1191
MoDELS,Intl Conf on Model-Driven Engineering Languages and Systems,ACM,1192
MPEC,Intl Wksp on Models and Processes for the Evaluation of Off-the-shelf Components,ACM,1193
MSR,Intl Wksp on Mining Software Repositories,ACM,1194
OOPSLA,"Conf on Object-oriented Programming, Systems, Languages, and Applications",ACM,1195
PASTE,Wksp on Program Analysis for Software Tools and Engineering,ACM,1196
PLDI,Conf on Programming Language Design and Implementation,ACM,1197
PROMISE,Predictive Models in Software Engineering,ACM,1198
ProSim,Intl Wksp on Software Process Simulation and Modeling,ACM,1199
QoSA,Intl Conf on the Quality of Software Architectures,ACM,1200
RAMSS,Intl Wksp on Remote Analysis and Measurement of Software Systems,ACM,1201
RE,Intl Requirements Engineering Conf,ACM,1202
REBSE,Realising Evidence-Based Software Engineering,ACM,1203
ROA,Intl Wksp on The Role of Abstraction in Software Engineering,ACM,1204
SAVCBS,Wksp on Specification and Verification of Component-Based Systems,ACM,1205
SC,Intl Conf on Software Composition,ACM,1206
SCESM,"Intl Wksp on Scenarios and State Machines: Models, Algorithms and Tools",ACM,1207
SEAS,Intl Wksp on Software Engineering for Automotive Systems,ACM,1208
SEHAS,Wksp on Software Engineering for High Assurance Systems,ACM,1209
SBES,Brazilian Symposium on Software Engineering,ACM,1210
SEAMS,Intl Wksp on Software Engineering for Adaptive and Self-Managing Systems,ACM,1211
SE-HPCS,Intl Wksp on Software Engineering for High Performance Computing System Applications,ACM,1212
SELMAS,Wksp on Software Engineering for Large-Scale Multi-Agent Systems,ACM,1213
SESS,Intl Wksp on Software Engineering for Secure Systems,ACM,1214
SHARK,SHAring and Reusing architectural Knowledge,ACM,1215
SIPEW,SPEC Intl Performance Evaluation Wksp,ACM,1216
SOBPI,Intl Wksp on Service-Oriented Business Process Integration,ACM,1217
SSEE,Intl Summit on Software Engineering Education,ACM,1218
SoftVis,ACM Symposium on Software Visualization,ACM,1219
SOQUA,Intl Wksp on Software Quality,ACM,1220
SPLASH,Systems Programming Languages and Applications: Software for Humanity (formerly known as OOPSLA),ACM,1221
STRAW,Intl Wksp on Software Requirements to Architectures,ACM,1222
TEFSE,Traceability of Emerging Forms of Software Engineering,ACM,1223
TT,Same as WOTTSE,ACM,1224
UbiComp,Intl Conf on Ubiquitous Computing,ACM,1225
WADS,Wksp on Architecting Dependable Systems,ACM,1226
WEUSE,Wksp on End-User Software Engineering,ACM,1227
WISER,Intl Wksp on Interdisciplinary Software Engineering Research,ACM,1228
WODA,Intl Wksp on Dynamic Analysis,ACM,1229
WoDiSEE,Wksp on Directions in Software Engineering Environments,ACM,1230
WOSP,Wksp on Software Performance,ACM,1231
WOSQ,Wksp on Software Quality,ACM,1232
WOSS,Wksp on Self-Healing Systems,ACM,1233
WOSSE,Wksp on Open Source Software Engineering,ACM,1234
WOTTSE,Wksp on Technology Transfer in Software Engineering,ACM,1235
